0.000000,-0.000000,0.000000000000000
0.000000,-0.000075,0.000000133297672
0.000000,-0.000151,0.000001066103705
0.000000,-0.000226,0.000003596538157
0.000000,-0.000302,0.000008519944810
0.000000,-0.000377,0.000016627503855
0.000000,-0.000452,0.000028704845607
0.000000,-0.000528,0.000045530665672
0.000000,-0.000603,0.000067875342024
0.000000,-0.000679,0.000096499554545
0.000000,-0.000754,0.000132152907662
0.000000,-0.000829,0.000175572556816
0.000000,-0.000905,0.000227481839611
0.000000,-0.000980,0.000288588912633
0.000000,-0.001056,0.000359585395061
0.000000,-0.001131,0.000441145020353
0.000000,-0.001206,0.000533922297467
0.000000,-0.001282,0.000638551183248
0.000000,-0.001357,0.000755643767818
0.000000,-0.001433,0.000885788975008
0.000000,-0.001508,0.001029551280096
0.000000,-0.001583,0.001187469447324
0.000000,-0.001659,0.001360055289949
0.000000,-0.001734,0.001547792455768
0.000000,-0.001810,0.001751135241394
0.000000,-0.001885,0.001970507438744
0.000000,-0.001960,0.002206301217545
0.000000,-0.002036,0.002458876047883
0.000000,-0.002111,0.002728557667157
0.000000,-0.002187,0.003015637096044
0.000000,-0.002262,0.003320369708397
0.000000,-0.002337,0.003642974360295
0.000000,-0.002413,0.003983632583721
0.000000,-0.002488,0.004342487850695
0.000000,-0.002564,0.004719644913909
0.000000,-0.002639,0.005115169230257
0.000000,-0.002714,0.005529086473891
0.000000,-0.002790,0.005961382145710
0.000000,-0.002865,0.006412001286483
0.000000,-0.002941,0.006880848300991
0.000000,-0.003016,0.007367786900878
0.000000,-0.003091,0.007872640174068
0.000000,-0.003167,0.008395190788821
0.000000,-0.003242,0.008935181340685
0.000000,-0.003318,0.009492314850760
0.000000,-0.003393,0.010066255423781
0.000000,-0.003468,0.010656629074696
0.000000,-0.003544,0.011263024732403
0.000000,-0.003619,0.011884995429426
0.000000,-0.003695,0.012522059686235
0.000302,-0.003770,0.011489345548315
0.000302,-0.003845,0.012121021729344
0.000302,-0.003921,0.012768620194019
0.000302,-0.003996,0.013431800223926
0.000302,-0.004072,0.014110207333442
0.000302,-0.004147,0.014803475893350
0.000302,-0.004222,0.015511231957205
0.000302,-0.004298,0.016233096294546
0.000302,-0.004373,0.016968687634633
0.000302,-0.004448,0.017717626123820
0.000302,-0.004524,0.018479536999149
0.000302,-0.004599,0.019254054480123
0.000302,-0.004675,0.020040825879924
0.000302,-0.004750,0.020839515936622
0.000302,-0.004825,0.021649811364131
0.000302,-0.004901,0.022471425621822
0.000302,-0.004976,0.023304103900776
0.000302,-0.005052,0.024147628323719
0.000302,-0.005127,0.025001823354653
0.000302,-0.005202,0.025866561413091
0.000302,-0.005278,0.026741768686695
0.000302,-0.005353,0.027627431134896
0.000302,-0.005429,0.028523600674845
0.000302,-0.005504,0.029430401539710
0.000302,-0.005579,0.030348036798007
0.000302,-0.005655,0.031276795021232
0.000302,-0.005730,0.032217057085611
0.000302,-0.005806,0.033169303092290
0.000302,-0.005881,0.034134119388773
0.000302,-0.005956,0.035112205672814
0.000302,-0.006032,0.036104382158403
0.000302,-0.006107,0.037111596781854
0.000302,-0.006183,0.038134932424346
0.000302,-0.006258,0.039175614125649
0.000302,-0.006333,0.040235016262058
0.000302,-0.006409,0.041314669659941
0.000302,-0.006484,0.042416268614623
0.000302,-0.006560,0.043541677782701
0.000302,-0.006635,0.044692938914272
0.000302,-0.006710,0.045872277389978
